Datetime,Open,High,Low,Close,Volume,Symbol
2025-11-11 14:30:00+00:00,195.15499877929688,195.19000244140625,194.4199981689453,194.75,6398814,NVDA
2025-11-11 14:30:00+00:00,248.44500732421875,248.85499572753906,247.89999389648438,248.0050048828125,746264,AMZN
2025-11-11 14:30:00+00:00,628.125,629.5599975585938,626.9099731445312,627.0994262695312,538968,META
2025-11-11 14:30:00+00:00,287.7449951171875,288.7049865722656,287.32000732421875,288.6600036621094,637793,GOOGL
2025-11-11 14:30:00+00:00,504.79998779296875,504.8900146484375,502.6000061035156,504.0,426803,MSFT
2025-11-11 14:30:00+00:00,293.3299865722656,293.3550109863281,293.29998779296875,293.3550109863281,540992,TSM
2025-11-11 14:30:00+00:00,269.80999755859375,271.2099914550781,269.79998779296875,270.3999938964844,905624,AAPL
2025-11-11 14:30:00+00:00,498.5899963378906,499.69000244140625,498.5299987792969,499.20001220703125,106889,BRK-B
2025-11-11 14:30:00+00:00,358.9700012207031,359.75,357.70001220703125,359.1600036621094,1277925,AVGO
2025-11-11 14:31:00+00:00,359.04998779296875,359.6899108886719,358.6499938964844,359.2049865722656,51899,AVGO
2025-11-11 14:31:00+00:00,288.6000061035156,288.7200012207031,288.0299987792969,288.7049865722656,59915,GOOGL
2025-11-11 14:31:00+00:00,270.44000244140625,270.9200134277344,270.2637939453125,270.70001220703125,102774,AAPL
2025-11-11 14:31:00+00:00,499.1400146484375,499.50299072265625,498.5,499.0,21513,BRK-B
2025-11-11 14:31:00+00:00,194.74020385742188,194.75999450683594,194.18069458007812,194.44500732421875,928411,NVDA
2025-11-11 14:31:00+00:00,247.97999572753906,248.27999877929688,247.8300018310547,248.1699981689453,87432,AMZN
2025-11-11 14:31:00+00:00,627.2849731445312,627.5499877929688,625.8699951171875,626.2249755859375,50919,META
2025-11-11 14:31:00+00:00,504.0,504.09991455078125,502.69580078125,503.260009765625,30873,MSFT
2025-11-11 14:31:00+00:00,293.3500061035156,293.8299865722656,292.8900146484375,293.5400085449219,74846,TSM
2025-11-11 14:32:00+00:00,626.2830200195312,627.0,625.8200073242188,626.35498046875,35990,META
2025-11-11 14:32:00+00:00,498.7349853515625,498.7349853515625,497.8999938964844,498.0,12317,BRK-B
2025-11-11 14:32:00+00:00,270.70001220703125,271.5,270.57000732421875,271.2900085449219,199360,AAPL
2025-11-11 14:32:00+00:00,194.44500732421875,195.3800048828125,194.33999633789062,195.22000122070312,993212,NVDA
2025-11-11 14:32:00+00:00,288.7049865722656,288.7049865722656,288.05999755859375,288.1400146484375,61534,GOOGL
2025-11-11 14:32:00+00:00,293.5799865722656,294.0350036621094,293.4200134277344,293.93499755859375,67545,TSM
2025-11-11 14:32:00+00:00,503.17999267578125,503.625,502.8999938964844,503.4949951171875,35964,MSFT
2025-11-11 14:32:00+00:00,248.13999938964844,248.6999969482422,248.0,248.63999938964844,102711,AMZN
2025-11-11 14:32:00+00:00,359.1099853515625,360.6000061035156,358.7950134277344,360.30999755859375,53635,AVGO
2025-11-11 14:33:00+00:00,293.93499755859375,294.2799987792969,293.5299987792969,293.8900146484375,35266,TSM
2025-11-11 14:33:00+00:00,248.656494140625,248.89990234375,248.36000061035156,248.49000549316406,77138,AMZN
2025-11-11 14:33:00+00:00,271.25,271.3399963378906,271.010009765625,271.15728759765625,86030,AAPL
2025-11-11 14:33:00+00:00,503.3900146484375,504.3500061035156,503.2799987792969,503.9270935058594,28705,MSFT
2025-11-11 14:33:00+00:00,360.3999938964844,360.55999755859375,359.44000244140625,360.0,34969,AVGO
2025-11-11 14:33:00+00:00,626.35498046875,626.89990234375,625.8599853515625,626.7750244140625,49317,META
2025-11-11 14:33:00+00:00,497.9599914550781,498.67620849609375,497.9599914550781,498.3399963378906,11515,BRK-B
2025-11-11 14:33:00+00:00,195.25,195.39999389648438,194.74000549316406,195.22079467773438,627595,NVDA
2025-11-11 14:33:00+00:00,288.1700134277344,289.09698486328125,288.0799865722656,288.9599914550781,59727,GOOGL
2025-11-11 14:34:00+00:00,293.9800109863281,294.1199951171875,293.2900085449219,293.510009765625,38280,TSM
2025-11-11 14:34:00+00:00,503.94000244140625,504.04998779296875,503.3599853515625,503.4590148925781,20863,MSFT
2025-11-11 14:34:00+00:00,498.3399963378906,498.5199890136719,497.9934997558594,498.0,8579,BRK-B
2025-11-11 14:34:00+00:00,195.22999572753906,195.4199981689453,194.4199981689453,194.66000366210938,709607,NVDA
2025-11-11 14:34:00+00:00,288.9849853515625,289.2300109863281,288.7300109863281,289.0700988769531,46705,GOOGL
2025-11-11 14:34:00+00:00,626.7750244140625,627.4600219726562,626.4299926757812,626.75,70116,META
2025-11-11 14:34:00+00:00,359.8500061035156,360.739990234375,358.8500061035156,360.3399963378906,32986,AVGO
2025-11-11 14:34:00+00:00,248.47000122070312,248.56149291992188,248.00999450683594,248.1999969482422,50438,AMZN
2025-11-11 14:34:00+00:00,271.0544128417969,271.0544128417969,270.5,270.739990234375,90344,AAPL
2025-11-11 14:35:00+00:00,289.0299987792969,289.3800048828125,288.625,288.6650085449219,73165,GOOGL
2025-11-11 14:35:00+00:00,497.79998779296875,498.0400085449219,497.4100036621094,497.63299560546875,13292,BRK-B
2025-11-11 14:35:00+00:00,503.4049987792969,503.6099853515625,503.1199951171875,503.5299987792969,30709,MSFT
2025-11-11 14:35:00+00:00,360.4100036621094,361.5,359.82000732421875,361.260009765625,49189,AVGO
2025-11-11 14:35:00+00:00,248.16009521484375,248.4499053955078,248.08009338378906,248.39999389648438,49863,AMZN
2025-11-11 14:35:00+00:00,270.67999267578125,270.9100036621094,270.5400085449219,270.6199951171875,67141,AAPL
2025-11-11 14:35:00+00:00,194.7100067138672,195.00999450683594,194.4499969482422,194.6031951904297,566398,NVDA
2025-11-11 14:35:00+00:00,626.6799926757812,627.219970703125,625.260009765625,625.4039916992188,37453,META
2025-11-11 14:35:00+00:00,293.5425109863281,294.19000244140625,293.5199890136719,294.06500244140625,38151,TSM
2025-11-11 14:36:00+00:00,194.58999633789062,195.0399932861328,194.50010681152344,194.69009399414062,535041,NVDA
2025-11-11 14:36:00+00:00,294.06500244140625,294.6300048828125,293.92999267578125,294.6300048828125,41358,TSM
2025-11-11 14:36:00+00:00,288.7095031738281,288.8699035644531,288.4949951171875,288.7799987792969,42986,GOOGL
2025-11-11 14:36:00+00:00,497.8500061035156,498.25,497.55999755859375,497.55999755859375,6043,BRK-B
2025-11-11 14:36:00+00:00,248.375,248.89999389648438,248.3000030517578,248.8636016845703,51810,AMZN
2025-11-11 14:36:00+00:00,625.469970703125,625.9598999023438,625.2000122070312,625.8300170898438,43877,META
2025-11-11 14:36:00+00:00,270.659912109375,271.010009765625,270.510009765625,270.9136962890625,79109,AAPL
2025-11-11 14:36:00+00:00,503.5450134277344,504.20001220703125,503.5299987792969,504.1199951171875,28539,MSFT
2025-11-11 14:36:00+00:00,361.1300048828125,361.885009765625,360.29998779296875,361.260009765625,47074,AVGO
2025-11-11 14:37:00+00:00,270.8800048828125,271.0899963378906,270.69000244140625,270.7309875488281,81750,AAPL
2025-11-11 14:37:00+00:00,504.0299987792969,504.4200134277344,503.8500061035156,503.9700012207031,21995,MSFT
2025-11-11 14:37:00+00:00,625.6599731445312,626.4478149414062,625.6201171875,626.0,44756,META
2025-11-11 14:37:00+00:00,288.7900085449219,289.42999267578125,288.7900085449219,289.4200134277344,46624,GOOGL
2025-11-11 14:37:00+00:00,194.69000244140625,195.0399932861328,194.0500030517578,194.13999938964844,847909,NVDA
2025-11-11 14:37:00+00:00,248.8489990234375,249.07989501953125,248.5500030517578,248.63499450683594,73939,AMZN
2025-11-11 14:37:00+00:00,294.57000732421875,294.8399963378906,294.14599609375,294.3385009765625,47986,TSM
2025-11-11 14:37:00+00:00,361.33990478515625,361.5199890136719,360.2550048828125,360.2699890136719,44930,AVGO
2025-11-11 14:37:00+00:00,497.3800048828125,497.5199890136719,497.1499938964844,497.2300109863281,9797,BRK-B
2025-11-11 14:38:00+00:00,294.3999938964844,294.7799987792969,294.3653869628906,294.5249938964844,37535,TSM
2025-11-11 14:38:00+00:00,504.0,504.0,503.5101013183594,503.7203063964844,22744,MSFT
2025-11-11 14:38:00+00:00,270.7367858886719,271.010009765625,270.58099365234375,270.94000244140625,100829,AAPL
2025-11-11 14:38:00+00:00,194.13999938964844,194.8157958984375,194.1300048828125,194.6750030517578,536789,NVDA
2025-11-11 14:38:00+00:00,289.42999267578125,289.4599914550781,288.8800048828125,289.0299987792969,91835,GOOGL
2025-11-11 14:38:00+00:00,625.989990234375,626.456787109375,625.3099975585938,626.2150268554688,24318,META
2025-11-11 14:38:00+00:00,248.6199951171875,248.6699981689453,248.3699951171875,248.6414031982422,54739,AMZN
2025-11-11 14:38:00+00:00,360.2099914550781,361.0,359.9549865722656,360.0150146484375,35915,AVGO
2025-11-11 14:38:00+00:00,497.20001220703125,497.32000732421875,496.8399963378906,496.9150085449219,11952,BRK-B
2025-11-11 14:39:00+00:00,496.9049987792969,497.2983093261719,496.7900085449219,496.8599853515625,6744,BRK-B
2025-11-11 14:39:00+00:00,503.7550048828125,503.8399963378906,503.4599914550781,503.64801025390625,15968,MSFT
2025-11-11 14:39:00+00:00,294.5249938964844,294.9200134277344,294.20001220703125,294.32000732421875,38379,TSM
2025-11-11 14:39:00+00:00,289.010009765625,289.30999755859375,288.8999938964844,289.2699890136719,43006,GOOGL
2025-11-11 14:39:00+00:00,626.219970703125,626.3400268554688,625.0499877929688,625.1099853515625,35316,META
2025-11-11 14:39:00+00:00,248.6300048828125,248.64999389648438,248.4199981689453,248.5449981689453,44033,AMZN
2025-11-11 14:39:00+00:00,360.0150146484375,360.1839904785156,358.5,358.5799865722656,27504,AVGO
2025-11-11 14:39:00+00:00,270.92999267578125,271.5199890136719,270.8800048828125,271.2200927734375,169999,AAPL
2025-11-11 14:39:00+00:00,194.68499755859375,195.0,194.61000061035156,194.8300018310547,473805,NVDA
2025-11-11 14:40:00+00:00,248.55430603027344,248.6999969482422,248.24000549316406,248.6750030517578,70291,AMZN
2025-11-11 14:40:00+00:00,625.1873779296875,625.70751953125,625.0399780273438,625.70751953125,51801,META
2025-11-11 14:40:00+00:00,496.9132995605469,497.09991455078125,496.7699890136719,497.0199890136719,6491,BRK-B
2025-11-11 14:40:00+00:00,503.6615905761719,503.8599853515625,503.1700134277344,503.601806640625,21637,MSFT
2025-11-11 14:40:00+00:00,271.2699890136719,271.54998779296875,271.239990234375,271.5249938964844,133138,AAPL
2025-11-11 14:40:00+00:00,294.32000732421875,294.33319091796875,293.1650085449219,293.3294982910156,46409,TSM
2025-11-11 14:40:00+00:00,194.82000732421875,194.8300018310547,194.3300018310547,194.47000122070312,536065,NVDA
2025-11-11 14:40:00+00:00,358.5880126953125,358.70001220703125,357.29998779296875,358.114990234375,65752,AVGO
2025-11-11 14:40:00+00:00,289.3341064453125,289.5,289.0,289.3900146484375,80929,GOOGL
2025-11-11 14:41:00+00:00,248.67250061035156,248.91000366210938,248.5800018310547,248.79249572753906,66371,AMZN
2025-11-11 14:41:00+00:00,503.5899963378906,504.3399963378906,503.54998779296875,504.2475891113281,32130,MSFT
2025-11-11 14:41:00+00:00,293.364990234375,293.67999267578125,293.0,293.2099914550781,45552,TSM
2025-11-11 14:41:00+00:00,358.11480712890625,358.909912109375,357.2846984863281,357.5249938964844,48786,AVGO
2025-11-11 14:41:00+00:00,271.510009765625,271.96990966796875,271.510009765625,271.7699890136719,159476,AAPL
2025-11-11 14:41:00+00:00,194.4600067138672,194.58999633789062,193.9499969482422,193.97509765625,870024,NVDA
2025-11-11 14:41:00+00:00,496.9200134277344,496.95001220703125,496.6700134277344,496.8299865722656,5226,BRK-B
2025-11-11 14:41:00+00:00,625.6599731445312,625.760009765625,624.719970703125,624.77001953125,58615,META
2025-11-11 14:41:00+00:00,289.42999267578125,290.1300048828125,289.3699951171875,289.5899963378906,79180,GOOGL
2025-11-11 14:42:00+00:00,496.94000244140625,497.0909118652344,496.82000732421875,496.8900146484375,11139,BRK-B
2025-11-11 14:42:00+00:00,357.5299987792969,357.53240966796875,355.6400146484375,355.9599914550781,52719,AVGO
2025-11-11 14:42:00+00:00,271.7699890136719,272.3450012207031,271.7405090332031,272.3450012207031,204296,AAPL
2025-11-11 14:42:00+00:00,624.8099975585938,625.5499877929688,624.3800048828125,625.5150146484375,73651,META
2025-11-11 14:42:00+00:00,248.84950256347656,248.9499969482422,248.55999755859375,248.55999755859375,56225,AMZN
2025-11-11 14:42:00+00:00,504.22698974609375,504.4200134277344,503.9800109863281,504.2550048828125,15497,MSFT
2025-11-11 14:42:00+00:00,193.98019409179688,194.3300018310547,193.6999969482422,193.802001953125,760548,NVDA
2025-11-11 14:42:00+00:00,293.2200012207031,293.2699890136719,292.2099914550781,292.5150146484375,44542,TSM
2025-11-11 14:42:00+00:00,289.6099853515625,289.6650085449219,288.9200134277344,289.0050048828125,212167,GOOGL
2025-11-11 14:43:00+00:00,288.9700012207031,289.5799865722656,288.8999938964844,289.4798889160156,82159,GOOGL
2025-11-11 14:43:00+00:00,248.55999755859375,248.7113037109375,248.5500030517578,248.5500030517578,40162,AMZN
2025-11-11 14:43:00+00:00,193.8199005126953,194.17999267578125,193.77999877929688,194.17999267578125,686941,NVDA
2025-11-11 14:43:00+00:00,496.8999938964844,497.0899963378906,496.6700134277344,496.8949890136719,11902,BRK-B
2025-11-11 14:43:00+00:00,292.6099853515625,292.95001220703125,292.30999755859375,292.6700134277344,50018,TSM
2025-11-11 14:43:00+00:00,355.92999267578125,356.9898986816406,355.8800048828125,356.4700012207031,61365,AVGO
2025-11-11 14:43:00+00:00,504.2850036621094,504.5780029296875,504.07000732421875,504.5780029296875,21807,MSFT
2025-11-11 14:43:00+00:00,625.5,626.1199951171875,624.8800048828125,625.1735229492188,43161,META
2025-11-11 14:43:00+00:00,272.3699951171875,272.7200012207031,272.31201171875,272.4707946777344,243472,AAPL
2025-11-11 14:44:00+00:00,356.57000732421875,356.7799987792969,355.9150085449219,356.3599853515625,32935,AVGO
2025-11-11 14:44:00+00:00,194.1634979248047,194.3054962158203,193.8000030517578,193.90499877929688,464340,NVDA
2025-11-11 14:44:00+00:00,248.55999755859375,248.6300048828125,248.41000366210938,248.5500030517578,35851,AMZN
2025-11-11 14:44:00+00:00,289.489990234375,289.7616882324219,289.3500061035156,289.42999267578125,62288,GOOGL
2025-11-11 14:44:00+00:00,496.8450012207031,497.2900085449219,496.6600036621094,497.1400146484375,8636,BRK-B
2025-11-11 14:44:00+00:00,292.57501220703125,293.0,292.57501220703125,292.8299865722656,23944,TSM
2025-11-11 14:44:00+00:00,504.63958740234375,505.19000244140625,504.6000061035156,505.1899108886719,52794,MSFT
2025-11-11 14:44:00+00:00,625.219970703125,626.4498901367188,625.219970703125,625.8499755859375,34438,META
2025-11-11 14:44:00+00:00,272.4700012207031,273.2099914550781,272.45001220703125,273.15509033203125,380401,AAPL
2025-11-11 14:45:00+00:00,505.125,505.19000244140625,504.69000244140625,504.760009765625,28178,MSFT
2025-11-11 14:45:00+00:00,289.42999267578125,289.79998779296875,289.05999755859375,289.0899963378906,60477,GOOGL
2025-11-11 14:45:00+00:00,356.3599853515625,357.1600036621094,356.2900085449219,356.989990234375,28401,AVGO
2025-11-11 14:45:00+00:00,624.364990234375,625.8674926757812,624.1099853515625,624.364990234375,41606,META
2025-11-11 14:45:00+00:00,497.1000061035156,497.2900085449219,496.94500732421875,497.0299987792969,6708,BRK-B
2025-11-11 14:45:00+00:00,193.8699951171875,194.24989318847656,193.80999755859375,194.09500122070312,545386,NVDA
2025-11-11 14:45:00+00:00,248.4499969482422,248.639892578125,248.41000366210938,248.4499969482422,45281,AMZN
2025-11-11 14:45:00+00:00,292.8900146484375,293.4505920410156,292.79998779296875,293.2699890136719,29401,TSM
2025-11-11 14:45:00+00:00,273.1499938964844,273.3598937988281,272.9700012207031,273.2099914550781,242733,AAPL
2025-11-11 14:46:00+00:00,248.4199981689453,248.56649780273438,248.3083038330078,248.5124053955078,35830,AMZN
2025-11-11 14:46:00+00:00,293.2749938964844,293.3500061035156,292.8804016113281,293.1400146484375,22370,TSM
2025-11-11 14:46:00+00:00,194.08999633789062,194.39999389648438,193.86000061035156,194.14999389648438,642749,NVDA
2025-11-11 14:46:00+00:00,504.760009765625,505.0299987792969,504.57000732421875,504.8699951171875,32279,MSFT
2025-11-11 14:46:00+00:00,289.17498779296875,289.17498779296875,288.7806091308594,288.8399963378906,56873,GOOGL
2025-11-11 14:46:00+00:00,356.8999938964844,357.1700134277344,355.9700012207031,356.17999267578125,41709,AVGO
2025-11-11 14:46:00+00:00,497.1499938964844,497.29998779296875,496.9200134277344,497.0400085449219,6580,BRK-B
2025-11-11 14:46:00+00:00,624.2800903320312,624.4500122070312,623.489990234375,624.1400756835938,62701,META
2025-11-11 14:46:00+00:00,273.20989990234375,273.5,273.1499938964844,273.3200988769531,238990,AAPL
2025-11-11 14:47:00+00:00,497.1000061035156,497.30999755859375,496.9100036621094,496.96539306640625,1809,BRK-B
2025-11-11 14:47:00+00:00,624.3590087890625,625.1199951171875,624.1900024414062,624.8499755859375,28732,META
