entry_time,exit_time,qty,entry_price,exit_price,pnl
2025-11-11 15:42:00+00:00,2025-11-11 16:07:00+00:00,1,273.18098999023437,273.31998657226563,0.1389965820312682
2025-11-11 15:42:00+00:00,2025-11-11 17:00:00+00:00,7,273.0341350446428,272.16999267578126,-6.048996582030952
2025-11-11 18:42:00+00:00,2025-11-11 18:49:00+00:00,4,274.18001342773437,274.5300085449219,1.3999804687500728
2025-11-11 19:02:00+00:00,2025-11-11 19:05:00+00:00,4,274.30998779296874,274.4701940917969,0.6408251953125728
2025-11-11 19:43:00+00:00,2025-11-11 19:48:00+00:00,1,275.1100061035156,275.28998779296876,0.1799816894531432
2025-11-11 19:43:00+00:00,2025-11-11 20:20:00+00:00,10,275.2203834885817,275.46500610351563,2.446226149339168
2025-11-11 19:43:00+00:00,2025-11-11 20:32:00+00:00,3,275.2203834885817,275.47001098632813,0.7488824932392504
2025-11-11 20:36:00+00:00,2025-11-11 20:44:00+00:00,10,275.20500732421874,275.44001220703126,2.350048828125182
2025-11-11 20:55:00+00:00,2025-11-12 15:01:00+00:00,7,274.96208740234374,272.9950048828125,-13.769577636718623
2025-11-11 20:55:00+00:00,2025-11-12 15:32:00+00:00,1,273.29294020432695,273.2599890136719,-0.03295119065506924
2025-11-11 20:55:00+00:00,2025-11-12 17:20:00+00:00,8,273.4783504544772,274.18000244140626,5.613215895432404
2025-11-11 20:55:00+00:00,2025-11-12 17:58:00+00:00,1,273.4783504544772,274.44999145507813,0.9716410006009255
2025-11-11 20:55:00+00:00,2025-11-12 18:37:00+00:00,8,273.8175158926157,274.9994909667969,9.455800593449567
2025-11-12 19:06:00+00:00,2025-11-12 19:46:00+00:00,3,275.1100061035156,274.53998779296876,-1.7100549316405704
2025-11-12 19:06:00+00:00,2025-11-12 20:24:00+00:00,8,274.99062896728515,273.96500610351563,-8.204982910156104
2025-11-12 20:38:00+00:00,2025-11-12 20:40:00+00:00,7,273.71001220703124,273.94498657226563,1.6448205566407523
2025-11-12 20:38:00+00:00,2025-11-12 20:50:00+00:00,1,273.7407645357572,274.1788122558594,0.4380477201021904
2025-11-12 20:38:00+00:00,2025-11-13 15:58:00+00:00,10,273.7079630220853,272.7800085449219,-9.279544771634392
2025-11-12 20:38:00+00:00,2025-11-13 16:59:00+00:00,4,273.66097470797024,273.72001098632813,0.23614511343157574
2025-11-12 20:38:00+00:00,2025-11-13 17:04:00+00:00,10,273.53893892728365,273.6200048828125,0.8106595552885665
2025-11-12 20:38:00+00:00,2025-11-13 17:39:00+00:00,3,273.26548456606656,272.7599890136719,-1.516486657184032
2025-11-12 20:38:00+00:00,2025-11-13 17:48:00+00:00,3,273.12840742824386,272.78998779296876,-1.0152589058253056
2025-11-12 20:38:00+00:00,2025-11-13 17:55:00+00:00,3,272.97265358103874,272.7490026855469,-0.670952686475573
2025-11-12 20:38:00+00:00,2025-11-13 18:06:00+00:00,6,272.97265358103874,272.80399536132813,-1.011949318263646
